Source IP, Source Port, Destination IP, Destination Port, Protocol, Flow Duration, Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min,label
131.202.240.66,65503,224.0.0.252,5355,17,410693,107.1359872216,4.869817601,410693,0,410693,410693,410693,0,410693,410693,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.102,54575,224.0.0.252,5355,17,410692,107.1362480886,4.8698294586,410692,0,410692,410692,410692,0,410692,410692,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,49323,224.0.0.252,5355,17,410692,107.1362480886,4.8698294586,410692,0,410692,410692,410692,0,410692,410692,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,62054,224.0.0.252,5355,17,410692,107.1362480886,4.8698294586,410692,0,410692,410692,410692,0,410692,410692,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.66,60922,224.0.0.252,5355,17,410692,107.1362480886,4.8698294586,410692,0,410692,410692,410692,0,410692,410692,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.102,62325,224.0.0.252,5355,17,410691,107.1365089569,4.8698413162,410691,0,410691,410691,410691,0,410691,410691,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.102,56859,224.0.0.252,5355,17,410691,107.1365089569,4.8698413162,410691,0,410691,410691,410691,0,410691,410691,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.102,51327,224.0.0.252,5355,17,410691,107.1365089569,4.8698413162,410691,0,410691,410691,410691,0,410691,410691,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.185,55016,224.0.0.252,5355,17,410691,107.1365089569,4.8698413162,410691,0,410691,410691,410691,0,410691,410691,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.66,56852,224.0.0.252,5355,17,410691,107.1365089569,4.8698413162,410691,0,410691,410691,410691,0,410691,410691,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.243.21,62585,224.0.0.252,5355,17,410691,107.1365089569,4.8698413162,410691,0,410691,410691,410691,0,410691,410691,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.102,57191,224.0.0.252,5355,17,410690,107.1367698264,4.8698531739,410690,0,410690,410690,410690,0,410690,410690,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.185,50685,224.0.0.252,5355,17,410690,107.1367698264,4.8698531739,410690,0,410690,410690,410690,0,410690,410690,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.185,58463,224.0.0.252,5355,17,410690,107.1367698264,4.8698531739,410690,0,410690,410690,410690,0,410690,410690,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,51045,224.0.0.252,5355,17,410690,107.1367698264,4.8698531739,410690,0,410690,410690,410690,0,410690,410690,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.243.21,58541,224.0.0.252,5355,17,410690,107.1367698264,4.8698531739,410690,0,410690,410690,410690,0,410690,410690,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.102,49873,224.0.0.252,5355,17,410689,107.1370306972,4.8698650317,410689,0,410689,410689,410689,0,410689,410689,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.185,59288,224.0.0.252,5355,17,410689,107.1370306972,4.8698650317,410689,0,410689,410689,410689,0,410689,410689,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,52767,224.0.0.252,5355,17,410689,107.1370306972,4.8698650317,410689,0,410689,410689,410689,0,410689,410689,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,63882,224.0.0.252,5355,17,410689,107.1370306972,4.8698650317,410689,0,410689,410689,410689,0,410689,410689,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.83,65002,224.0.0.252,5355,17,410689,107.1370306972,4.8698650317,410689,0,410689,410689,410689,0,410689,410689,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.242.93,50002,224.0.0.252,5355,17,410689,107.1370306972,4.8698650317,410689,0,410689,410689,410689,0,410689,410689,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,61803,224.0.0.252,5355,17,410688,107.1372915693,4.8698768895,410688,0,410688,410688,410688,0,410688,410688,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,64672,224.0.0.252,5355,17,410688,107.1372915693,4.8698768895,410688,0,410688,410688,410688,0,410688,410688,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.102,50884,224.0.0.252,5355,17,410687,107.1375524426,4.8698887474,410687,0,410687,410687,410687,0,410687,410687,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,56494,224.0.0.252,5355,17,410687,107.1375524426,4.8698887474,410687,0,410687,410687,410687,0,410687,410687,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,57678,224.0.0.252,5355,17,410687,107.1375524426,4.8698887474,410687,0,410687,410687,410687,0,410687,410687,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,58349,224.0.0.252,5355,17,410686,107.1378133172,4.8699006053,410686,0,410686,410686,410686,0,410686,410686,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,52816,224.0.0.252,5355,17,410686,107.1378133172,4.8699006053,410686,0,410686,410686,410686,0,410686,410686,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,60441,224.0.0.252,5355,17,410686,107.1378133172,4.8699006053,410686,0,410686,410686,410686,0,410686,410686,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
10.8.8.222,50696,224.0.0.252,5355,17,410685,107.1380741931,4.8699124633,410685,0,410685,410685,410685,0,410685,410685,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.102,50012,224.0.0.252,5355,17,410685,107.1380741931,4.8699124633,410685,0,410685,410685,410685,0,410685,410685,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,54267,224.0.0.252,5355,17,410685,107.1380741931,4.8699124633,410685,0,410685,410685,410685,0,410685,410685,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.242.93,59808,224.0.0.252,5355,17,410685,107.1380741931,4.8699124633,410685,0,410685,410685,410685,0,410685,410685,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.242.93,56667,224.0.0.252,5355,17,410685,107.1380741931,4.8699124633,410685,0,410685,410685,410685,0,410685,410685,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,52891,224.0.0.252,5355,17,410684,107.1383350703,4.8699243214,410684,0,410684,410684,410684,0,410684,410684,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.66,59770,224.0.0.252,5355,17,410684,107.1383350703,4.8699243214,410684,0,410684,410684,410684,0,410684,410684,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.242.93,54487,224.0.0.252,5355,17,410684,107.1383350703,4.8699243214,410684,0,410684,410684,410684,0,410684,410684,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,61902,224.0.0.252,5355,17,410683,107.1385959487,4.8699361795,410683,0,410683,410683,410683,0,410683,410683,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,59148,224.0.0.252,5355,17,410683,107.1385959487,4.8699361795,410683,0,410683,410683,410683,0,410683,410683,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,52627,224.0.0.252,5355,17,410682,107.1388568284,4.8699480377,410682,0,410682,410682,410682,0,410682,410682,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.83,50316,224.0.0.252,5355,17,410682,107.1388568284,4.8699480377,410682,0,410682,410682,410682,0,410682,410682,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,56827,224.0.0.252,5355,17,410681,107.1391177094,4.8699598959,410681,0,410681,410681,410681,0,410681,410681,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.79,64750,224.0.0.252,5355,17,410681,107.1391177094,4.8699598959,410681,0,410681,410681,410681,0,410681,410681,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,50953,224.0.0.252,5355,17,410680,107.1393785916,4.8699717542,410680,0,410680,410680,410680,0,410680,410680,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,55945,224.0.0.252,5355,17,410680,107.1393785916,4.8699717542,410680,0,410680,410680,410680,0,410680,410680,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.79,62992,224.0.0.252,5355,17,410680,107.1393785916,4.8699717542,410680,0,410680,410680,410680,0,410680,410680,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.102,63951,224.0.0.252,5355,17,410679,107.1396394751,4.8699836125,410679,0,410679,410679,410679,0,410679,410679,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.102,58126,224.0.0.252,5355,17,410679,107.1396394751,4.8699836125,410679,0,410679,410679,410679,0,410679,410679,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,59320,224.0.0.252,5355,17,410679,107.1396394751,4.8699836125,410679,0,410679,410679,410679,0,410679,410679,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,62355,224.0.0.252,5355,17,410678,107.1399003599,4.8699954709,410678,0,410678,410678,410678,0,410678,410678,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.243.21,60021,224.0.0.252,5355,17,410678,107.1399003599,4.8699954709,410678,0,410678,410678,410678,0,410678,410678,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.102,64856,224.0.0.252,5355,17,410676,107.1404221333,4.8700191879,410676,0,410676,410676,410676,0,410676,410676,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,62017,224.0.0.252,5355,17,410676,107.1404221333,4.8700191879,410676,0,410676,410676,410676,0,410676,410676,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.102,54240,224.0.0.252,5355,17,410675,107.1406830219,4.8700310464,410675,0,410675,410675,410675,0,410675,410675,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,52541,224.0.0.252,5355,17,410675,107.1406830219,4.8700310464,410675,0,410675,410675,410675,0,410675,410675,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,60179,224.0.0.252,5355,17,410675,107.1406830219,4.8700310464,410675,0,410675,410675,410675,0,410675,410675,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,52263,224.0.0.252,5355,17,410675,107.1406830219,4.8700310464,410675,0,410675,410675,410675,0,410675,410675,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.102,58126,224.0.0.252,5355,17,410674,107.1409439117,4.8700429051,410674,0,410674,410674,410674,0,410674,410674,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.102,56829,224.0.0.252,5355,17,410674,107.1409439117,4.8700429051,410674,0,410674,410674,410674,0,410674,410674,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,55012,224.0.0.252,5355,17,410674,107.1409439117,4.8700429051,410674,0,410674,410674,410674,0,410674,410674,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,51146,224.0.0.252,5355,17,410674,107.1409439117,4.8700429051,410674,0,410674,410674,410674,0,410674,410674,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,56303,224.0.0.252,5355,17,410673,107.1412048028,4.8700547638,410673,0,410673,410673,410673,0,410673,410673,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,52505,224.0.0.252,5355,17,410673,107.1412048028,4.8700547638,410673,0,410673,410673,410673,0,410673,410673,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.83,50040,224.0.0.252,5355,17,410673,107.1412048028,4.8700547638,410673,0,410673,410673,410673,0,410673,410673,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.102,49697,224.0.0.252,5355,17,410672,107.1414656953,4.8700666225,410672,0,410672,410672,410672,0,410672,410672,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,50975,224.0.0.252,5355,17,410672,107.1414656953,4.8700666225,410672,0,410672,410672,410672,0,410672,410672,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.83,54484,224.0.0.252,5355,17,410672,107.1414656953,4.8700666225,410672,0,410672,410672,410672,0,410672,410672,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.102,56859,224.0.0.252,5355,17,410671,107.1417265889,4.8700784813,410671,0,410671,410671,410671,0,410671,410671,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,60459,224.0.0.252,5355,17,410670,107.1419874839,4.8700903402,410670,0,410670,410670,410670,0,410670,410670,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,58387,224.0.0.252,5355,17,410669,107.1422483801,4.8701021991,410669,0,410669,410669,410669,0,410669,410669,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,50729,224.0.0.252,5355,17,410669,107.1422483801,4.8701021991,410669,0,410669,410669,410669,0,410669,410669,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.102,55797,224.0.0.252,5355,17,410666,107.1430310764,4.8701377762,410666,0,410666,410666,410666,0,410666,410666,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.102,63951,224.0.0.252,5355,17,410666,107.1430310764,4.8701377762,410666,0,410666,410666,410666,0,410666,410666,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,62641,224.0.0.252,5355,17,410666,107.1430310764,4.8701377762,410666,0,410666,410666,410666,0,410666,410666,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,50798,224.0.0.252,5355,17,410666,107.1430310764,4.8701377762,410666,0,410666,410666,410666,0,410666,410666,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.87,59943,224.0.0.252,5355,17,410666,107.1430310764,4.8701377762,410666,0,410666,410666,410666,0,410666,410666,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.242.93,55009,224.0.0.252,5355,17,410665,107.1432919776,4.8701496353,410665,0,410665,410665,410665,0,410665,410665,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.242.93,55619,224.0.0.252,5355,17,410664,107.1435528802,4.8701614946,410664,0,410664,410664,410664,0,410664,410664,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.185,62294,224.0.0.252,5355,17,410663,107.1438137841,4.8701733538,410663,0,410663,410663,410663,0,410663,410663,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,65120,224.0.0.252,5355,17,410663,107.1438137841,4.8701733538,410663,0,410663,410663,410663,0,410663,410663,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,63278,224.0.0.252,5355,17,410663,107.1438137841,4.8701733538,410663,0,410663,410663,410663,0,410663,410663,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,62977,224.0.0.252,5355,17,410663,107.1438137841,4.8701733538,410663,0,410663,410663,410663,0,410663,410663,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,49799,224.0.0.252,5355,17,410663,107.1438137841,4.8701733538,410663,0,410663,410663,410663,0,410663,410663,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,61040,224.0.0.252,5355,17,410663,107.1438137841,4.8701733538,410663,0,410663,410663,410663,0,410663,410663,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,54824,224.0.0.252,5355,17,410663,107.1438137841,4.8701733538,410663,0,410663,410663,410663,0,410663,410663,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,55463,224.0.0.252,5355,17,410662,107.1440746892,4.8701852131,410662,0,410662,410662,410662,0,410662,410662,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.83,63253,224.0.0.252,5355,17,410662,107.1440746892,4.8701852131,410662,0,410662,410662,410662,0,410662,410662,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,57367,224.0.0.252,5355,17,410661,107.1443355955,4.8701970725,410661,0,410661,410661,410661,0,410661,410661,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,49992,224.0.0.252,5355,17,410661,107.1443355955,4.8701970725,410661,0,410661,410661,410661,0,410661,410661,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,53891,224.0.0.252,5355,17,410661,107.1443355955,4.8701970725,410661,0,410661,410661,410661,0,410661,410661,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,57677,224.0.0.252,5355,17,410661,107.1443355955,4.8701970725,410661,0,410661,410661,410661,0,410661,410661,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.70,56962,224.0.0.252,5355,17,410661,107.1443355955,4.8701970725,410661,0,410661,410661,410661,0,410661,410661,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.102,58488,224.0.0.252,5355,17,410660,107.1445965032,4.870208932,410660,0,410660,410660,410660,0,410660,410660,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.102,64258,224.0.0.252,5355,17,410660,107.1445965032,4.870208932,410660,0,410660,410660,410660,0,410660,410660,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,61714,224.0.0.252,5355,17,410660,107.1445965032,4.870208932,410660,0,410660,410660,410660,0,410660,410660,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,63905,224.0.0.252,5355,17,410660,107.1445965032,4.870208932,410660,0,410660,410660,410660,0,410660,410660,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,57643,224.0.0.252,5355,17,410659,107.1448574121,4.8702207915,410659,0,410659,410659,410659,0,410659,410659,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,53427,224.0.0.252,5355,17,410659,107.1448574121,4.8702207915,410659,0,410659,410659,410659,0,410659,410659,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,52864,224.0.0.252,5355,17,410659,107.1448574121,4.8702207915,410659,0,410659,410659,410659,0,410659,410659,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,60935,224.0.0.252,5355,17,410658,107.1451183223,4.870232651,410658,0,410658,410658,410658,0,410658,410658,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,55846,224.0.0.252,5355,17,410658,107.1451183223,4.870232651,410658,0,410658,410658,410658,0,410658,410658,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,53125,224.0.0.252,5355,17,410658,107.1451183223,4.870232651,410658,0,410658,410658,410658,0,410658,410658,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.66,62933,224.0.0.252,5355,17,410658,107.1451183223,4.870232651,410658,0,410658,410658,410658,0,410658,410658,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.185,55136,224.0.0.252,5355,17,410656,107.1456401465,4.8702563703,410656,0,410656,410656,410656,0,410656,410656,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,57093,224.0.0.252,5355,17,410656,107.1456401465,4.8702563703,410656,0,410656,410656,410656,0,410656,410656,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.102,53156,224.0.0.252,5355,17,410655,107.1459010605,4.87026823,410655,0,410655,410655,410655,0,410655,410655,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.102,57191,224.0.0.252,5355,17,410655,107.1459010605,4.87026823,410655,0,410655,410655,410655,0,410655,410655,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.66,50005,224.0.0.252,5355,17,410655,107.1459010605,4.87026823,410655,0,410655,410655,410655,0,410655,410655,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.102,56829,224.0.0.252,5355,17,410654,107.1461619758,4.8702800898,410654,0,410654,410654,410654,0,410654,410654,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,56665,224.0.0.252,5355,17,410654,107.1461619758,4.8702800898,410654,0,410654,410654,410654,0,410654,410654,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.243.21,58541,224.0.0.252,5355,17,410654,107.1461619758,4.8702800898,410654,0,410654,410654,410654,0,410654,410654,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.102,51327,224.0.0.252,5355,17,410653,107.1464228923,4.8702919497,410653,0,410653,410653,410653,0,410653,410653,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,52679,224.0.0.252,5355,17,410653,107.1464228923,4.8702919497,410653,0,410653,410653,410653,0,410653,410653,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.242.93,51481,224.0.0.252,5355,17,410653,107.1464228923,4.8702919497,410653,0,410653,410653,410653,0,410653,410653,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.102,65178,224.0.0.252,5355,17,410652,107.1466838101,4.8703038096,410652,0,410652,410652,410652,0,410652,410652,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.185,62458,224.0.0.252,5355,17,410652,107.1466838101,4.8703038096,410652,0,410652,410652,410652,0,410652,410652,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.185,54983,224.0.0.252,5355,17,410652,107.1466838101,4.8703038096,410652,0,410652,410652,410652,0,410652,410652,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,53529,224.0.0.252,5355,17,410652,107.1466838101,4.8703038096,410652,0,410652,410652,410652,0,410652,410652,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,49207,224.0.0.252,5355,17,410652,107.1466838101,4.8703038096,410652,0,410652,410652,410652,0,410652,410652,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.185,52978,224.0.0.252,5355,17,410651,107.1469447292,4.8703156695,410651,0,410651,410651,410651,0,410651,410651,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.242.93,55619,224.0.0.252,5355,17,410651,107.1469447292,4.8703156695,410651,0,410651,410651,410651,0,410651,410651,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.102,64258,224.0.0.252,5355,17,410650,107.1472056496,4.8703275295,410650,0,410650,410650,410650,0,410650,410650,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.241.231,57665,224.0.0.252,5355,17,410649,107.1474665712,4.8703393896,410649,0,410649,410649,410649,0,410649,410649,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.102,65064,224.0.0.252,5355,17,410648,107.1477274941,4.8703512497,410648,0,410648,410648,410648,0,410648,410648,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,62312,224.0.0.252,5355,17,410648,107.1477274941,4.8703512497,410648,0,410648,410648,410648,0,410648,410648,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,52590,224.0.0.252,5355,17,410648,107.1477274941,4.8703512497,410648,0,410648,410648,410648,0,410648,410648,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,52660,224.0.0.252,5355,17,410648,107.1477274941,4.8703512497,410648,0,410648,410648,410648,0,410648,410648,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,63938,224.0.0.252,5355,17,410647,107.1479884183,4.8703631099,410647,0,410647,410647,410647,0,410647,410647,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.242.93,56273,224.0.0.252,5355,17,410647,107.1479884183,4.8703631099,410647,0,410647,410647,410647,0,410647,410647,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,50242,224.0.0.252,5355,17,410646,107.1482493437,4.8703749702,410646,0,410646,410646,410646,0,410646,410646,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,49696,224.0.0.252,5355,17,410646,107.1482493437,4.8703749702,410646,0,410646,410646,410646,0,410646,410646,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.185,62960,224.0.0.252,5355,17,410645,107.1485102704,4.8703868305,410645,0,410645,410645,410645,0,410645,410645,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,63270,224.0.0.252,5355,17,410645,107.1485102704,4.8703868305,410645,0,410645,410645,410645,0,410645,410645,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.83,53281,224.0.0.252,5355,17,410645,107.1485102704,4.8703868305,410645,0,410645,410645,410645,0,410645,410645,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.102,64820,224.0.0.252,5355,17,410644,107.1487711984,4.8703986908,410644,0,410644,410644,410644,0,410644,410644,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.102,50924,224.0.0.252,5355,17,410644,107.1487711984,4.8703986908,410644,0,410644,410644,410644,0,410644,410644,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.185,56646,224.0.0.252,5355,17,410644,107.1487711984,4.8703986908,410644,0,410644,410644,410644,0,410644,410644,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,52453,224.0.0.252,5355,17,410643,107.1490321277,4.8704105513,410643,0,410643,410643,410643,0,410643,410643,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,51151,224.0.0.252,5355,17,410643,107.1490321277,4.8704105513,410643,0,410643,410643,410643,0,410643,410643,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.83,54521,224.0.0.252,5355,17,410643,107.1490321277,4.8704105513,410643,0,410643,410643,410643,0,410643,410643,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.102,65395,224.0.0.252,5355,17,410642,107.1492930582,4.8704224117,410642,0,410642,410642,410642,0,410642,410642,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,58784,224.0.0.252,5355,17,410642,107.1492930582,4.8704224117,410642,0,410642,410642,410642,0,410642,410642,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,61441,224.0.0.252,5355,17,410642,107.1492930582,4.8704224117,410642,0,410642,410642,410642,0,410642,410642,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,52999,224.0.0.252,5355,17,410641,107.14955399,4.8704342723,410641,0,410641,410641,410641,0,410641,410641,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,55332,224.0.0.252,5355,17,410641,107.14955399,4.8704342723,410641,0,410641,410641,410641,0,410641,410641,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.185,55630,224.0.0.252,5355,17,410640,107.149814923,4.8704461329,410640,0,410640,410640,410640,0,410640,410640,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
131.202.240.242,64317,224.0.0.252,5355,17,410640,107.149814923,4.8704461329,410640,0,410640,410640,410640,0,410640,410640,0,0,0,0,0,0,0,0,0,0,0,0,nonTOR
